,feature,rank
4718,X85133_at,3278
4289,X56465_at,3279
904,HG3299-HT3476_at,3280
1821,M22538_at,3281
4665,X81788_at,3282
1999,M37400_at,3283
4551,X75304_at,3284
6215,M19878_at,3285
2409,M96944_at,3286
2790,U14550_at,3287
6001,J05200_rna1_s_at,3288
6812,D87017_cds3_at,3289
5973,X04729_s_at,3290
879,HG2874-HT3018_at,3291
1646,L76687_at,3292
5385,U16307_at,3293
605,D83004_at,3294
1631,L48513_at,3295
6834,J05412_at,3296
6034,Z31560_s_at,3297
2858,U18244_at,3298
1907,M29581_at,3299
1874,M27281_at,3300
1049,J00129_at,3301
3973,U93867_at,3302
3849,U82987_at,3303
4425,X65977_at,3304
2473,S71824_at,3305
1864,M26062_at,3306
6234,M23234_s_at,3307
2683,U08023_at,3308
3156,U39905_at,3309
10,AFFX-BioB-M_st,3310
546,D67029_at,3311
159,AJ001487_at,3312
2684,U08049_at,3313
3768,U79270_at,3314
157,AJ001047_at,3315
4032,X02544_at,3316
2485,S74445_at,3317
6781,Z46632_at,3318
4685,X82554_rna1_at,3319
7104,Z34822_f_at,3320
4128,X13255_at,3321
3154,U39817_at,3322
4466,X68264_rna1_at,3323
5292,L04569_at,3324
2807,U15172_at,3325
302,D25538_at,3326
286,D21851_at,3327
6322,M57466_s_at,3328
1233,L07548_at,3329
6933,X98296_at,3330
1993,M36803_at,3331
4002,U97018_at,3332
6657,X07619_s_at,3333
1442,L27560_at,3334
3130,U38175_at,3335
1123,J04760_at,3336
249,D14889_at,3337
2565,U00921_at,3338
5513,AB000410_s_at,3339
28,AFFX-ThrX-5_at,3340
6907,U82979_at,3341
468,D50495_at,3342
1285,L11370_at,3343
1164,K02545_cds2_at,3344
2956,U25956_at,3345
4502,X70649_at,3346
827,HG2228-HT2305_at,3347
1551,L38961_at,3348
1007,HG4533-HT4938_at,3349
16,AFFX-CreX-5_st,3350
3909,U89336_cds3_at,3351
4830,X95073_at,3352
6707,X87871_s_at,3353
6122,U15637_s_at,3354
3894,U87964_at,3355
812,HG1804-HT1829_at,3356
52,AFFX-M27830_3_at,3357
839,HG2325-HT2421_at,3358
1938,M31899_at,3359
7032,HG1515-HT1515_f_at,3360
4047,X03656_rna1_at,3361
2821,U16031_at,3362
647,D85527_at,3363
1412,L23852_at,3364
5165,Z48804_at,3365
1423,L25119_at,3366
5134,Z36531_at,3367
2156,M64673_at,3368
3464,U59736_at,3369
6713,X95632_s_at,3370
5425,U60061_at,3371
5098,Z26317_at,3372
5404,U34587_at,3373
2722,U09848_at,3374
401,D38550_at,3375
5831,HG3242-HT3419_s_at,3376
136,AF005887_at,3377
5106,Z29067_at,3378
3754,U79252_at,3379
6033,U50360_s_at,3380
3204,U43177_at,3381
3572,U66406_at,3382
5632,D38537_s_at,3383
3238,U45955_at,3384
3404,U55766_at,3385
5454,X16323_at,3386
1171,K03218_at,3387
779,D90097_at,3388
4986,Y09306_at,3389
5850,HG36-HT4101_s_at,3390
3702,U76369_at,3391
5776,U48705_rna1_s_at,3392
11,AFFX-BioB-3_st,3393
3121,U37431_at,3394
2136,M63835_at,3395
5818,X02761_s_at,3396
3466,U59752_at,3397
192,D13264_at,3398
5825,HG3125-HT3301_s_at,3399
5306,L13773_at,3400
5382,U12767_at,3401
1042,HG921-HT3995_at,3402
7031,D38498_f_at,3403
5467,X63468_at,3404
1366,L19314_at,3405
496,D50926_at,3406
5602,S78467_s_at,3407
1573,L40393_at,3408
3887,U86782_at,3409
6850,M21302_at,3410
3513,U62433_at,3411
2059,M59499_at,3412
59,A28102_at,3413
4741,X86779_at,3414
5569,HG2348-HT2444_s_at,3415
5595,D87716_s_at,3416
766,D88799_at,3417
6734,M58460_at,3418
7097,M31667_f_at,3419
2100,M61906_at,3420
4945,Y00971_at,3421
5510,M37485_cds1_at,3422
417,D42054_at,3423
1035,HG846-HT846_at,3424
3028,U31248_at,3425
3825,U81802_at,3426
6370,X58528_s_at,3427
443,D45399_at,3428
1278,L10910_at,3429
5965,M26004_s_at,3430
177,D10704_at,3431
2493,S75989_at,3432
5946,J02947_s_at,3433
2631,U04520_at,3434
359,D31763_at,3435
2341,M90696_at,3436
1946,M32373_at,3437
4697,X83412_at,3438
5935,V00574_s_at,3439
107,AC002115_cds3_at,3440
4571,X76105_at,3441
4040,X03072_at,3442
3139,U38896_at,3443
3987,U95090_at,3444
3871,U85267_at,3445
7042,HG458-HT458_f_at,3446
3717,U77718_at,3447
1059,J02883_at,3448
473,D50645_at,3449
5803,J00139_s_at,3450
1754,M16937_at,3451
4369,X62048_at,3452
4657,X81003_at,3453
5926,J00116_s_at,3454
631,D84145_at,3455
5848,J03242_s_at,3456
919,HG3477-HT3670_at,3457
3789,U79298_at,3458
3869,U85245_at,3459
6548,X85137_s_at,3460
4108,X07820_at,3461
1299,L12723_at,3462
357,D31716_at,3463
6528,U41068_cds2_s_at,3464
4301,X57129_at,3465
3900,U88726_at,3466
4333,X59711_at,3467
3184,U41737_at,3468
703,D87328_at,3469
2340,M90657_at,3470
594,D80011_at,3471
4101,X07384_at,3472
5302,L11284_at,3473
5320,L76517_at,3474
738,D87469_at,3475
2164,M64936_at,3476
297,D25248_at,3477
6578,U52077_s_at,3478
6317,M55513_s_at,3479
6696,X77567_s_at,3480
4994,Y09912_rna1_at,3481
3787,U79296_at,3482
2861,U18291_at,3483
6785,HG2148-HT2218_f_at,3484
3633,U70322_at,3485
6458,U12259_cds2_s_at,3486
4813,X93017_at,3487
2630,U04343_at,3488
2034,M55905_at,3489
5201,Z72499_at,3490
229,D14659_at,3491
5069,Z18954_at,3492
3252,U46569_at,3493
3877,U85943_at,3494
1048,J00124_at,3495
2570,U00951_at,3496
4137,X13916_at,3497
2791,U14575_at,3498
2324,M88163_at,3499
6475,U72935_cds3_s_at,3500
926,HG3517-HT3711_at,3501
6467,U07969_s_at,3502
2187,M69177_at,3503
3519,U62961_at,3504
523,D63483_at,3505
98,AC000064_cds2_at,3506
3129,U37707_at,3507
2922,U22526_at,3508
108,AC002115_cds4_at,3509
4432,X66362_at,3510
3802,U80017_rna1_at,3511
5517,X95808_s_at,3512
3226,U44060_at,3513
6950,D17427_at,3514
6823,HG4109-HT4379_at,3515
387,D38145_at,3516
5518,Y12393_s_at,3517
5325,M13577_at,3518
480,D50857_at,3519
2260,M81780_cds3_at,3520
1430,L26081_at,3521
6327,M58525_s_at,3522
3390,U53468_at,3523
553,D78129_at,3524
1030,HG742-HT742_at,3525
5600,D28539_s_at,3526
1384,L20348_at,3527
5763,L26584_s_at,3528
2477,S72869_at,3529
6446,S81264_s_at,3530
5875,HG4099-HT4369_s_at,3531
6937,Z00010_at,3532
5566,D13720_s_at,3533
4428,X66141_at,3534
1069,J03069_rna1_at,3535
5865,HG3925-HT4195_s_at,3536
2216,M75099_at,3537
1934,M31651_at,3538
459,D49818_at,3539
3692,U74612_at,3540
126,AF001294_at,3541
6290,M32879_at,3542
3198,U42412_at,3543
3743,U78793_at,3544
2113,M62810_at,3545
3414,U56816_at,3546
1199,L04490_at,3547
505,D55716_at,3548
833,HG2279-HT2375_at,3549
2244,M80359_at,3550
2771,U13220_at,3551
4984,Y09267_at,3552
1097,J04056_at,3553
1462,L31801_at,3554
1535,L38500_at,3555
3839,U82321_at,3556
1162,K02268_at,3557
6851,M21539_at,3558
5717,M76125_s_at,3559
2248,M80629_at,3560
3898,U88666_at,3561
4758,X89059_at,3562
4067,X04741_at,3563
2752,U11877_at,3564
5429,U67615_at,3565
5725,J03915_s_at,3566
2945,U25138_at,3567
3445,U58130_at,3568
4217,X51804_at,3569
3530,U63455_at,3570
4015,X00237_at,3571
4403,X64229_at,3572
328,D28364_at,3573
4578,X76498_at,3574
1719,M14218_at,3575
5181,Z50749_at,3576
6833,J03910_rna1_at,3577
1086,J03798_at,3578
828,HG2229-HT2306_at,3579
142,AF007551_at,3580
2857,U18242_at,3581
838,HG2320-HT2416_at,3582
2508,S77812_at,3583
4996,Y10032_at,3584
4809,X92762_at,3585
4744,X87159_at,3586
4566,X76057_at,3587
4360,X61100_rna1_at,3588
2152,M64571_at,3589
6312,M86383_s_at,3590
6395,Y10141_s_at,3591
2636,U04847_at,3592
2708,U09413_at,3593
3710,U77413_at,3594
495,D50925_at,3595
6895,U28014_at,3596
3914,U89355_at,3597
5646,D49824_at,3598
809,HG174-HT174_at,3599
5706,M19828_s_at,3600
1172,K03430_at,3601
152,AF014958_at,3602
744,D87685_at,3603
4873,X97544_at,3604
1028,HG668-HT4793_at,3605
6177,U59058_s_at,3606
2618,U03644_at,3607
3450,U58681_at,3608
4906,X99226_at,3609
88,AB003102_at,3610
1110,J04177_at,3611
471,D50582_at,3612
3532,U63542_at,3613
1995,M37104_at,3614
6029,M26665_s_at,3615
3145,U39317_at,3616
5844,HG3437-HT3628_s_at,3617
4899,X99050_rna1_at,3618
7120,U58516_at,3619
3052,U32680_at,3620
2768,U13045_at,3621
276,D21090_at,3622
3581,U66581_at,3623
1988,M36067_at,3624
3774,U79277_at,3625
5162,Z48579_at,3626
6704,Z70218_s_at,3627
3046,U32439_at,3628
4705,X83928_at,3629
5649,U50079_s_at,3630
3959,U91931_at,3631
6855,M31932_at,3632
5638,X89109_s_at,3633
5314,L35263_at,3634
4645,X80497_at,3635
5396,U25771_at,3636
1751,M16447_at,3637
3596,U67369_at,3638
6023,L03840_s_at,3639
4691,X82895_at,3640
1382,L20320_at,3641
2859,U18271_cds1_at,3642
118,AF000231_at,3643
1771,M18731_at,3644
5026,Y11251_at,3645
2043,M57730_at,3646
3545,U64871_at,3647
5108,Z29077_xpt1_at,3648
1433,L26336_at,3649
6378,M83712_s_at,3650
1051,J00301_at,3651
6700,X79683_s_at,3652
4143,X14346_at,3653
424,D42087_at,3654
2608,U03105_at,3655
2007,M37984_rna1_at,3656
6575,U49957_s_at,3657
5724,HG1763-HT1780_s_at,3658
4200,X17576_at,3659
2351,M91592_at,3660
540,D64109_at,3661
4976,Y08836_at,3662
6374,X80763_s_at,3663
1297,L12535_at,3664
6552,U40152_s_at,3665
4335,X59766_at,3666
2227,M76559_at,3667
2088,M60748_at,3668
2204,M74099_at,3669
4667,X81882_at,3670
3956,U91618_at,3671
1358,L18983_at,3672
5072,Z19585_at,3673
3966,U92459_at,3674
704,D87432_at,3675
4575,X76302_at,3676
7088,X13930_f_at,3677
4334,X59727_at,3678
3627,U69546_at,3679
6257,M27533_s_at,3680
922,HG3495-HT3689_at,3681
6186,M27396_s_at,3682
4125,X12901_at,3683
5702,X55448_cds1_s_at,3684
2305,M86699_at,3685
1585,L40586_at,3686
990,HG4272-HT4542_at,3687
5269,HG162-HT3165_at,3688
2125,M63256_at,3689
4419,X65633_at,3690
6189,M36429_s_at,3691
1365,L19297_at,3692
3099,U36448_at,3693
6452,S83362_s_at,3694
2254,M81379_at,3695
2398,M95809_at,3696
509,D61391_at,3697
3074,U33921_at,3698
6393,X75091_s_at,3699
6299,U50648_s_at,3700
3031,U31383_at,3701
3922,U90268_at,3702
7,AFFX-CreX-5_at,3703
4084,X06272_at,3704
3940,U90907_at,3705
1334,L14922_at,3706
308,D26069_at,3707
1431,L26234_at,3708
4380,X63097_at,3709
3638,U70660_at,3710
3842,U82535_at,3711
2225,M76482_at,3712
210,D13642_at,3713
3964,U92436_at,3714
4221,X51956_rna1_at,3715
5501,Z18956_at,3716
3621,U68723_at,3717
3762,U79260_at,3718
1554,L39059_at,3719
519,D63478_at,3720
1704,M13903_at,3721
4905,X99209_at,3722
4872,X97335_at,3723
3533,U63717_at,3724
5437,U95626_rna3_at,3725
4828,X94754_at,3726
5349,M65062_at,3727
668,D86968_at,3728
6035,M88461_s_at,3729
3918,U89896_at,3730
2544,S82240_at,3731
4925,X99947_at,3732
870,HG2723-HT2819_at,3733
4975,Y08639_at,3734
3499,U61263_at,3735
4727,X85753_at,3736
2433,S39329_at,3737
6526,U45328_s_at,3738
269,D17400_at,3739
2524,S80050_at,3740
5004,Y10256_at,3741
4411,X64728_at,3742
3537,U63842_at,3743
3388,U53445_at,3744
5187,Z68204_at,3745
3731,U78190_rna1_at,3746
1866,M26576_cds2_at,3747
4573,X76180_at,3748
1566,L40377_at,3749
6944,Z80779_at,3750
994,HG4316-HT4586_at,3751
2809,U15174_at,3752
338,D29012_at,3753
501,D55638_at,3754
5391,U20760_at,3755
2503,S77415_at,3756
4351,X60592_at,3757
2536,S81914_at,3758
3961,U91985_at,3759
3098,U36221_at,3760
1095,J04031_at,3761
1298,L12701_cds2_at,3762
1205,L05147_at,3763
1750,M16441_cds1_at,3764
5431,U73936_at,3765
1873,M27161_at,3766
2211,M74525_at,3767
6590,X60787_s_at,3768
4452,X67155_at,3769
3838,U82320_at,3770
6047,L10955_cds1_s_at,3771
314,D26362_at,3772
2252,M81057_at,3773
4816,X93499_at,3774
5157,Z48511_at,3775
914,HG3405-HT3586_at,3776
2953,U25801_at,3777
309,D26129_at,3778
2434,S42303_at,3779
5088,Z23115_at,3780
2131,M63573_at,3781
1306,L13286_at,3782
3196,U42390_at,3783
2456,S67070_at,3784
5221,Z83804_at,3785
5981,J05253_s_at,3786
1493,L34820_at,3787
6202,M17236_s_at,3788
6558,U41315_rna1_s_at,3789
1578,L40400_at,3790
3719,U77827_at,3791
5861,U10687_s_at,3792
1757,M16973_at,3793
3240,U45974_at,3794
7012,X98253_at,3795
737,D87468_at,3796
6394,M94172_s_at,3797
6983,U03494_at,3798
235,D14678_at,3799
3228,U44378_at,3800
6371,M81182_s_at,3801
3667,U72621_at,3802
2410,M96980_at,3803
4882,X98176_at,3804
1307,L13329_at,3805
4716,X84908_at,3806
5693,X17059_s_at,3807
711,D87440_at,3808
4258,X54162_at,3809
208,D13640_at,3810
5589,D21241_xpt1_s_at,3811
3996,U96629_rna1_at,3812
5748,HG2367-HT2463_s_at,3813
2746,U11701_at,3814
5507,HG2157-HT2227_at,3815
188,D12686_at,3816
2203,M74096_at,3817
3269,U47621_at,3818
4296,X56741_at,3819
3034,U31501_at,3820
5412,U40705_at,3821
2759,U12535_at,3822
3835,U82311_at,3823
4382,X63337_at,3824
1569,L40387_at,3825
3847,U82818_at,3826
2531,S81294_at,3827
1270,L10381_at,3828
6271,M31516_s_at,3829
5650,D50477_s_at,3830
5607,U10473_s_at,3831
791,HG1103-HT1103_at,3832
6287,X51435_s_at,3833
6090,L25286_s_at,3834
4386,X63422_at,3835
867,HG2709-HT2805_at,3836
1229,L07493_at,3837
4340,X59841_at,3838
1456,L29339_at,3839
5496,X99975_at,3840
7058,L18877_f_at,3841
3342,U51205_at,3842
3427,U57450_at,3843
510,D63134_at,3844
4112,X07979_at,3845
3715,U77664_at,3846
6784,HG1034-HT1034_f_at,3847
6082,U24389_s_at,3848
1570,L40388_at,3849
856,HG2602-HT2698_at,3850
5398,U26424_at,3851
4358,X61072_at,3852
2831,U16861_at,3853
4602,X78342_at,3854
2654,U06681_at,3855
3738,U78575_at,3856
1486,L34219_at,3857
5752,HG2383-HT4824_s_at,3858
4845,X95715_at,3859
4504,X70991_at,3860
2271,M83088_at,3861
1888,M28219_at,3862
1017,HG4740-HT5187_at,3863
506,D56495_at,3864
6298,S37730_s_at,3865
3684,U73524_at,3866
5315,L36870_at,3867
3606,U68018_at,3868
2044,M57732_at,3869
2745,U11690_at,3870
3704,U76456_at,3871
213,D13645_at,3872
5736,HG2090-HT2152_s_at,3873
2080,M60315_at,3874
835,HG2290-HT2386_at,3875
1347,L16895_at,3876
1557,L39064_rna1_at,3877
1991,M36205_at,3878
1825,M22877_at,3879
2828,U16296_at,3880
3454,U59057_at,3881
4879,X98001_at,3882
4920,X99720_rna1_at,3883
3760,U79258_at,3884
1014,HG4704-HT5146_at,3885
4604,X78549_at,3886
434,D43947_at,3887
3803,U80017_rna2_at,3888
3929,U90544_at,3889
1818,M22430_at,3890
3006,U29725_at,3891
4995,Y09980_rna4_at,3892
5076,Z21966_at,3893
1227,L07044_at,3894
6968,M16653_at,3895
3279,U48250_at,3896
165,D00723_at,3897
5701,HG2271-HT2367_s_at,3898
1982,M35198_at,3899
362,D31766_at,3900
6094,U35005_s_at,3901
5555,D12775_s_at,3902
6911,X00088_at,3903
751,D87957_at,3904
6518,U27333_at,3905
3185,U41745_at,3906
3178,U41344_at,3907
5619,D32002_s_at,3908
6714,X98178_s_at,3909
2098,M61733_at,3910
2105,M62400_at,3911
5317,L43576_at,3912
1644,L76465_at,3913
6740,HG2171-HT2241_at,3914
169,D00762_at,3915
5637,X90976_s_at,3916
3855,U83411_at,3917
4562,X75962_at,3918
90,AB003177_at,3919
5868,HG3954-HT4224_s_at,3920
3724,U77970_at,3921
533,D63876_at,3922
6319,X54993_s_at,3923
615,D83702_at,3924
892,HG315-HT315_at,3925
2345,M91083_at,3926
3459,U59302_at,3927
2923,U22662_at,3928
4690,X82877_at,3929
5531,D00408_at,3930
5887,HG4334-HT4604_s_at,3931
637,D84424_at,3932
3811,U80628_at,3933
4192,X16901_at,3934
1609,L42176_at,3935
5838,X68505_s_at,3936
981,HG4178-HT4448_at,3937
6022,L03411_s_at,3938
4808,X92744_at,3939
5521,AC000063_s_at,3940
2680,U07882_at,3941
4167,X15525_rna1_at,3942
392,D38491_at,3943
686,D87011_at,3944
1788,M20218_at,3945
3092,U35246_at,3946
1047,J00123_at,3947
4884,X98248_rna1_at,3948
6449,S82597_rna1_s_at,3949
2128,M63391_rna1_at,3950
2669,U07559_at,3951
1481,L34059_at,3952
2760,U12595_at,3953
4463,X68149_at,3954
5572,U41766_s_at,3955
5852,HG3638-HT3993_s_at,3956
1705,M13934_cds1_at,3957
2855,U18235_at,3958
4423,X65867_at,3959
3019,U30894_at,3960
977,HG415-HT415_at,3961
5056,Z12830_at,3962
4778,X90857_at,3963
3539,U64197_at,3964
3649,U71092_at,3965
2724,U09860_at,3966
3624,U69127_at,3967
2446,S58733_at,3968
5780,HG273-HT273_s_at,3969
900,HG3255-HT3432_at,3970
4783,X90999_at,3971
948,HG3936-HT4206_at,3972
917,HG3432-HT3621_at,3973
2206,M74290_at,3974
2450,S62539_at,3975
4326,X59405_at,3976
1279,L11005_at,3977
296,D25218_at,3978
1664,L78833_cds2_at,3979
3613,U68142_at,3980
1231,L07540_at,3981
1967,M34065_at,3982
1193,L02932_at,3983
6648,Y08265_s_at,3984
952,HG3971-HT4241_at,3985
3458,U59289_at,3986
6799,L49219_f_at,3987
1906,M29580_at,3988
3047,U32519_at,3989
4025,X01630_at,3990
6853,M30838_at,3991
2068,M59964_at,3992
3371,U52513_at,3993
2710,U09477_at,3994
3114,U37221_at,3995
6416,U95019_s_at,3996
2317,M87338_at,3997
5158,Z48512_at,3998
927,HG3521-HT3715_at,3999
6606,U66726_at,4000
903,HG3288-HT3465_at,4001
5968,M24351_cds3_s_at,4002
4186,X16663_at,4003
3824,U81787_at,4004
6220,M20642_s_at,4005
3950,U90918_at,4006
4384,X63380_at,4007
5212,Z80788_at,4008
4636,X79981_at,4009
1289,L11573_at,4010
2985,U28368_at,4011
1149,J05448_at,4012
5149,Z47727_at,4013
6147,U31215_s_at,4014
4952,Y07701_at,4015
2,AFFX-BioB-3_at,4016
1643,L76380_at,4017
1395,L21715_at,4018
6500,U19557_s_at,4019
406,D38583_at,4020
6859,M37075_at,4021
3944,U90911_at,4022
2065,M59911_at,4023
700,D87127_at,4024
3559,U65785_at,4025
3792,U79301_at,4026
2587,U01877_at,4027
2467,S70004_at,4028
6418,S62904_s_at,4029
5222,Z83805_at,4030
3714,U77643_at,4031
2915,U21931_at,4032
415,D42047_at,4033
4969,Y08374_rna1_at,4034
4542,X74764_at,4035
85,AB002382_at,4036
6971,M25296_at,4037
3542,U64520_at,4038
6391,X57348_s_at,4039
1113,J04469_at,4040
5263,D82347_at,4041
1533,L38486_at,4042
5655,D55643_s_at,4043
1794,M20786_at,4044
1357,L18972_at,4045
3836,U82313_at,4046
2707,U09412_at,4047
1404,L22206_at,4048
2643,U05321_at,4049
1976,M34455_at,4050
3862,U84487_at,4051
2109,M62505_at,4052
474,D50663_at,4053
659,D86959_at,4054
2717,U09646_at,4055
2845,U17714_at,4056
1373,L19711_at,4057
3601,U67784_at,4058
3935,U90716_at,4059
6007,K01160_s_at,4060
1681,M11591_at,4061
3403,U55764_at,4062
4980,Y08991_at,4063
6857,M35999_at,4064
5185,Z67743_at,4065
3629,U69961_at,4066
3286,U48697_at,4067
1713,M14123_xpt2_at,4068
4639,X80062_at,4069
6262,M29277_s_at,4070
6791,HG3729-HT3999_f_at,4071
5744,HG2261-HT2351_s_at,4072
1480,L33881_at,4073
3230,U44754_at,4074
6864,M60746_at,4075
565,D78586_at,4076
938,HG3740-HT4010_at,4077
3541,U64444_at,4078
4730,X86012_at,4079
4745,X87160_at,4080
4743,X86816_at,4081
6889,U21556_at,4082
5754,HG243-HT243_s_at,4083
1820,M22490_at,4084
2958,U26032_at,4085
4827,X94703_at,4086
3158,U40215_at,4087
5365,M97676_at,4088
3517,U62800_at,4089
714,D87444_at,4090
5623,D37984_s_at,4091
5160,Z48541_at,4092
82,AB002365_at,4093
6360,Z31690_s_at,4094
6448,S82471_s_at,4095
1831,M23114_at,4096
1,AFFX-BioB-M_at,4097
794,HG1116-HT1116_at,4098
5337,M27691_at,4099
1475,L33477_at,4100
1663,L78440_at,4101
4169,X15722_at,4102
6591,U59831_rna1_s_at,4103
1383,L20321_at,4104
2871,U18932_at,4105
6433,S76473_s_at,4106
4914,X99656_at,4107
432,D43768_at,4108
775,D89859_at,4109
2767,U13044_at,4110
3365,U52152_at,4111
77,AB001106_at,4112
2954,U25826_at,4113
1577,L40399_at,4114
4769,X89960_at,4115
2458,S67325_at,4116
513,D63390_at,4117
2457,S67156_at,4118
3116,U37251_at,4119
1356,L18960_at,4120
6244,M24748_cds2_s_at,4121
3057,U33017_at,4122
5215,Z83742_at,4123
4538,X74331_at,4124
6192,M16652_s_at,4125
1291,L11695_at,4126
5565,D13705_s_at,4127
1605,L41913_at,4128
89,AB003103_at,4129
1465,L32137_at,4130
5664,D78132_s_at,4131
3102,U36601_at,4132
2415,M97639_at,4133
3213,U43519_at,4134
4897,X98833_rna1_at,4135
624,D83781_at,4136
1025,HG64-HT64_at,4137
3387,U53442_at,4138
4512,X71877_at,4139
3119,U37359_at,4140
2960,U26398_at,4141
4474,X68742_at,4142
5386,U17838_at,4143
2557,S85963_at,4144
2850,U17989_at,4145
6693,X86428_s_at,4146
1753,M16801_at,4147
5821,HG3085-HT3254_s_at,4148
5685,X51755_cds5_s_at,4149
2273,M83186_at,4150
1555,L39060_at,4151
30,AFFX-ThrX-3_at,4152
5779,HG273-HT273_at,4153
4004,U97188_at,4154
6121,L38490_s_at,4155
5328,M14758_at,4156
4870,X97303_at,4157
3049,U32581_at,4158
1694,M13143_at,4159
4630,X79568_at,4160
6228,Z20656_rna1_s_at,4161
1666,M10050_at,4162
6041,L10333_s_at,4163
4409,X64643_at,4164
3625,U69141_at,4165
5553,D11327_s_at,4166
3515,U62531_at,4167
6390,S57132_s_at,4168
1598,L41607_at,4169
3332,U50839_at,4170
4999,Y10204_at,4171
5820,HG3076-HT3238_s_at,4172
6413,X65784_s_at,4173
4427,X66114_rna1_at,4174
1781,M19720_rna1_at,4175
4250,X53587_at,4176
6688,X66894_s_at,4177
2891,U20240_at,4178
923,HG3502-HT3696_at,4179
5341,M37712_at,4180
1324,L14269_at,4181
730,D87461_at,4182
4673,X82103_at,4183
4461,X67734_at,4184
4418,X65614_at,4185
3389,U53446_at,4186
6819,HG3491-HT3685_at,4187
2412,M97287_at,4188
5913,HG884-HT884_s_at,4189
6798,L49173_f_at,4190
5808,HG2981-HT3938_s_at,4191
2521,S79639_at,4192
224,D14520_at,4193
3175,U40992_at,4194
6194,M16707_rna1_s_at,4195
3686,U73704_at,4196
6028,M26665_at,4197
3362,U52111_rna4_at,4198
2199,M74047_at,4199
5678,D86096_cds1_s_at,4200
912,HG3369-HT3546_at,4201
2849,U17977_at,4202
176,D10656_at,4203
6737,X14474_at,4204
3265,U47101_at,4205
770,D89077_at,4206
3379,U52840_at,4207
2709,U09414_at,4208
3511,U62389_at,4209
6649,X17644_s_at,4210
6097,M62782_s_at,4211
2988,U28413_at,4212
4355,X60957_at,4213
275,D21089_at,4214
3586,U66619_at,4215
1494,L34838_at,4216
6706,X83535_s_at,4217
1187,L02426_at,4218
4843,X95648_at,4219
6450,S83309_s_at,4220
5339,M34276_at,4221
3584,U66617_at,4222
2951,U25750_at,4223
4336,X59770_at,4224
6917,X06825_at,4225
3520,U62962_at,4226
4490,X69878_at,4227
5814,U77846_rna1_s_at,4228
1870,M26683_at,4229
5055,Z12173_at,4230
2567,U00943_at,4231
3008,U30185_at,4232
6285,M31774_s_at,4233
5022,Y10936_at,4234
1610,L42243_cds1_at,4235
6277,M74587_rna1_s_at,4236
2231,M77140_at,4237
6419,S68134_s_at,4238
3879,U85992_at,4239
5312,L22569_at,4240
2331,M89473_at,4241
2071,M60052_at,4242
5132,Z35309_at,4243
2020,M55153_at,4244
4719,X85134_rna1_at,4245
655,D86549_at,4246
2744,U11313_at,4247
3597,U67611_at,4248
3984,U95006_at,4249
6332,X69950_s_at,4250
2257,M81750_at,4251
6196,M16938_s_at,4252
2622,U03886_at,4253
1635,L48728_cds1_at,4254
1239,L07738_at,4255
4368,X62025_rna1_at,4256
2400,M95929_at,4257
662,D86962_at,4258
2295,M85217_at,4259
6699,Z34974_s_at,4260
2974,U27655_at,4261
1212,L05568_at,4262
4508,X71348_at,4263
5233,Z97054_xpt2_at,4264
15,AFFX-BioDn-3_st,4265
2108,M62486_at,4266
1348,L16896_at,4267
4820,X93921_at,4268
5124,Z34897_at,4269
4565,X76040_at,4270
32,AFFX-TrpnX-M_at,4271
830,HG2261-HT2352_at,4272
4267,X54871_at,4273
5622,HG4169-HT4439_s_at,4274
6826,HG4593-HT4998_at,4275
5576,X52213_s_at,4276
4806,X92715_at,4277
2776,U13680_at,4278
4720,X85178_at,4279
2012,M54968_at,4280
5284,J04449_at,4281
5216,Z83745_at,4282
5658,D63882_s_at,4283
660,D86960_at,4284
4223,X52001_at,4285
7116,S78825_at,4286
6580,X92493_s_at,4287
5758,HG2479-HT2575_at,4288
4282,X55777_cds2_at,4289
3826,U81984_at,4290
2607,U03100_at,4291
3218,U43753_cds2_at,4292
5114,Z29572_at,4293
5068,Z18951_at,4294
2170,M65217_at,4295
4775,X90780_rna1_at,4296
6240,M55024_s_at,4297
3781,U79289_at,4298
5680,X83857_s_at,4299
5143,Z46788_at,4300
6663,X15954_rna1_s_at,4301
1574,L40394_at,4302
7087,X00090_f_at,4303
820,HG2059-HT2114_at,4304
1099,J04076_at,4305
4179,X16282_at,4306
5616,D31840_s_at,4307
4058,X04327_at,4308
581,D79997_at,4309
3833,U82306_at,4310
4546,X74819_at,4311
5261,D64108_at,4312
6977,M62303_at,4313
4129,X13293_at,4314
2653,U06632_at,4315
1581,L40403_at,4316
230,D14660_at,4317
5295,L06133_at,4318
1339,L15409_at,4319
2527,S80562_at,4320
1191,L02840_at,4321
2192,M73481_at,4322
3428,U57452_at,4323
6051,L11244_s_at,4324
6249,U16799_s_at,4325
6710,X90846_at,4326
6806,X59244_f_at,4327
4145,X14445_at,4328
6779,U34301_r_at,4329
6269,M29994_s_at,4330
5007,Y10313_at,4331
6550,Z47038_s_at,4332
6899,U44103_at,4333
6423,X51362_s_at,4334
1964,M33987_at,4335
5442,X02883_at,4336
6996,X00540_at,4337
5231,Z95624_at,4338
7006,X53683_at,4339
133,AF005043_at,4340
749,D87937_at,4341
646,D85433_at,4342
936,HG37-HT37_at,4343
924,HG3510-HT3704_at,4344
4922,X99802_at,4345
587,D80004_at,4346
5460,X54741_at,4347
3828,U82130_at,4348
5841,HG3426-HT3610_s_at,4349
